ESIID,USAGE_DATE,REVISION_DATE,USAGE_START_TIME,USAGE_END_TIME,USAGE_KWH,ESTIMATED_ACTUAL,CONSUMPTION_SURPLUSGENERATION
'1008901023808934750100,07/27/2021,07/27/2021 10:15:11,07:30,07:45,.046,A,Consumption
'1008901023808934750100,07/27/2021,07/27/2021 10:15:11,07:45,08:00,.293,A,Consumption
'1008901023808934750100,07/27/2021,07/27/2021 10:15:11,08:00,08:15,.045,A,Consumption
'1008901023808934750100,07/27/2021,07/27/2021 10:15:11,08:15,08:30,.155,A,Consumption
'1008901023808934750100,07/27/2021,07/27/2021 10:15:11,08:30,08:45,.258,A,Consumption
'1008901023808934750100,07/27/2021,07/27/2021 10:15:11,08:45,09:00,.056,A,Consumption
'1008901023808934750100,07/27/2021,07/27/2021 10:15:11,09:00,09:15,.045,A,Consumption
'1008901023808934750100,07/27/2021,07/27/2021 10:15:11,09:15,09:30,.058,A,Consumption
'1008901023808934750100,07/27/2021,07/27/2021 10:15:11,09:30,09:45,.048,A,Consumption
'1008901023808934750100,07/27/2021,07/27/2021 10:15:11,09:45,10:00,.061,A,Consumption
'1008901023808934750100,07/27/2021,07/27/2021 10:15:11,10:00,10:15,.199,A,Consumption
'1008901023808934750100,07/27/2021,07/27/2021 10:15:11,10:15,10:30,.187,A,Consumption
'1008901023808934750100,07/27/2021,07/27/2021 10:15:11,10:30,10:45,.058,A,Consumption
'1008901023808934750100,07/27/2021,07/27/2021 10:15:11,10:45,11:00,.283,A,Consumption
'1008901023808934750100,07/27/2021,07/27/2021 10:15:11,11:00,11:15,.669,A,Consumption
'1008901023808934750100,07/27/2021,07/27/2021 10:15:11,11:15,11:30,.257,A,Consumption
'1008901023808934750100,07/27/2021,07/27/2021 10:15:11,11:30,11:45,.242,A,Consumption
'1008901023808934750100,07/27/2021,07/27/2021 10:15:11,11:45,12:00,.05,A,Consumption
'1008901023808934750100,07/27/2021,07/27/2021 10:15:11,12:00,12:15,.065,A,Consumption
'1008901023808934750100,07/27/2021,07/27/2021 10:15:11,12:15,12:30,.77,A,Consumption
'1008901023808934750100,07/27/2021,07/27/2021 10:15:11,12:30,12:45,.043,A,Consumption
'1008901023808934750100,07/27/2021,07/27/2021 10:15:11,12:45,13:00,.723,A,Consumption
'1008901023808934750100,07/27/2021,07/27/2021 10:15:11,13:00,13:15,.414,A,Consumption
'1008901023808934750100,07/27/2021,07/27/2021 10:15:11,13:15,13:30,.504,A,Consumption
'1008901023808934750100,07/27/2021,07/27/2021 10:15:11,13:30,13:45,.232,A,Consumption
'1008901023808934750100,07/27/2021,07/27/2021 10:15:11,13:45,14:00,.815,A,Consumption
'1008901023808934750100,07/27/2021,07/27/2021 10:15:11,14:00,14:15,.574,A,Consumption
'1008901023808934750100,07/27/2021,07/27/2021 10:15:11,14:15,14:30,.462,A,Consumption
'1008901023808934750100,07/27/2021,07/27/2021 10:15:11,14:30,14:45,.566,A,Consumption
'1008901023808934750100,07/27/2021,07/27/2021 10:15:11,14:45,15:00,.678,A,Consumption
'1008901023808934750100,07/27/2021,07/27/2021 10:15:11,15:00,15:15,.406,A,Consumption
'1008901023808934750100,07/27/2021,07/27/2021 10:15:11,15:15,15:30,.643,A,Consumption
'1008901023808934750100,07/27/2021,07/27/2021 10:15:11,15:30,15:45,.729,A,Consumption
'1008901023808934750100,07/27/2021,07/27/2021 10:15:11,15:45,16:00,.897,A,Consumption
'1008901023808934750100,07/27/2021,07/27/2021 10:15:11,16:00,16:15,.973,A,Consumption
'1008901023808934750100,07/27/2021,07/27/2021 10:15:11,16:15,16:30,.959,A,Consumption
'1008901023808934750100,07/27/2021,07/27/2021 10:15:11,16:30,16:45,.828,A,Consumption
'1008901023808934750100,07/27/2021,07/27/2021 10:15:11,16:45,17:00,.812,A,Consumption
'1008901023808934750100,07/27/2021,07/27/2021 10:15:11,17:00,17:15,.663,A,Consumption
'1008901023808934750100,07/27/2021,07/27/2021 10:15:11,17:15,17:30,.902,A,Consumption
'1008901023808934750100,07/27/2021,07/27/2021 10:15:11,17:30,17:45,.471,A,Consumption
'1008901023808934750100,07/27/2021,07/27/2021 10:15:11,17:45,18:00,.446,A,Consumption
'1008901023808934750100,07/27/2021,07/27/2021 10:15:11,18:00,18:15,.67,A,Consumption
'1008901023808934750100,07/27/2021,07/27/2021 10:15:11,18:15,18:30,.336,A,Consumption
'1008901023808934750100,07/27/2021,07/27/2021 10:15:11,18:30,18:45,.367,A,Consumption
'1008901023808934750100,07/27/2021,07/27/2021 10:15:11,18:45,19:00,.569,A,Consumption
'1008901023808934750100,07/27/2021,07/27/2021 10:15:11,19:00,19:15,.125,A,Consumption
'1008901023808934750100,07/27/2021,07/27/2021 10:15:11,19:15,19:30,.555,A,Consumption
'1008901023808934750100,07/27/2021,07/27/2021 10:15:11,19:30,19:45,.239,A,Consumption
'1008901023808934750100,07/27/2021,07/27/2021 10:15:11,19:45,20:00,.349,A,Consumption
'1008901023808934750100,07/27/2021,07/27/2021 10:15:11,20:00,20:15,.407,A,Consumption
'1008901023808934750100,07/27/2021,07/27/2021 10:15:11,20:15,20:30,.594,A,Consumption
'1008901023808934750100,07/27/2021,07/27/2021 10:15:11,20:30,20:45,.402,A,Consumption
'1008901023808934750100,07/27/2021,07/27/2021 10:15:11,20:45,21:00,.562,A,Consumption
'1008901023808934750100,07/27/2021,07/27/2021 10:15:11,21:00,21:15,.806,A,Consumption
'1008901023808934750100,07/27/2021,07/27/2021 10:15:11,21:15,21:30,.637,A,Consumption
'1008901023808934750100,07/27/2021,07/27/2021 10:15:11,21:30,21:45,.75,A,Consumption
'1008901023808934750100,07/27/2021,07/27/2021 10:15:11,21:45,22:00,.366,A,Consumption
'1008901023808934750100,07/27/2021,07/27/2021 10:15:11,22:00,22:15,.512,A,Consumption
'1008901023808934750100,07/27/2021,07/27/2021 10:15:11,22:15,22:30,.332,A,Consumption
'1008901023808934750100,07/27/2021,07/27/2021 10:15:11,22:30,22:45,.299,A,Consumption
'1008901023808934750100,07/27/2021,07/27/2021 10:15:11,22:45,23:00,.424,A,Consumption
'1008901023808934750100,07/27/2021,07/27/2021 10:15:11,23:00,23:15,.057,A,Consumption
'1008901023808934750100,07/27/2021,07/27/2021 10:15:11,23:15,23:30,.043,A,Consumption
'1008901023808934750100,07/27/2021,07/27/2021 10:15:11,23:30,23:45,.037,A,Consumption
'1008901023808934750100,07/27/2021,07/27/2021 10:15:11,23:45,00:00,.037,A,Consumption
'1008901023808934750100,07/28/2021,07/28/2021 12:10:19,00:00,00:15,.299,A,Consumption
'1008901023808934750100,07/28/2021,07/28/2021 12:10:19,00:15,00:30,.294,A,Consumption
'1008901023808934750100,07/28/2021,07/28/2021 12:10:19,00:30,00:45,.045,A,Consumption
'1008901023808934750100,07/28/2021,07/28/2021 12:10:19,00:45,01:00,.03,A,Consumption
'1008901023808934750100,07/28/2021,07/28/2021 12:10:19,01:00,01:15,.301,A,Consumption
'1008901023808934750100,07/28/2021,07/28/2021 12:10:19,01:15,01:30,.032,A,Consumption
'1008901023808934750100,07/28/2021,07/28/2021 12:10:19,01:30,01:45,.04,A,Consumption
'1008901023808934750100,07/28/2021,07/28/2021 12:10:19,01:45,02:00,.034,A,Consumption
'1008901023808934750100,07/28/2021,07/28/2021 12:10:19,02:00,02:15,.294,A,Consumption
'1008901023808934750100,07/28/2021,07/28/2021 12:10:19,02:15,02:30,.043,A,Consumption
'1008901023808934750100,07/28/2021,07/28/2021 12:10:19,02:30,02:45,.029,A,Consumption
'1008901023808934750100,07/28/2021,07/28/2021 12:10:19,02:45,03:00,.044,A,Consumption
'1008901023808934750100,07/28/2021,07/28/2021 12:10:19,03:00,03:15,.029,A,Consumption
'1008901023808934750100,07/28/2021,07/28/2021 12:10:19,03:15,03:30,.044,A,Consumption
'1008901023808934750100,07/28/2021,07/28/2021 12:10:19,03:30,03:45,.034,A,Consumption
'1008901023808934750100,07/28/2021,07/28/2021 12:10:19,03:45,04:00,.038,A,Consumption
'1008901023808934750100,07/28/2021,07/28/2021 12:10:19,04:00,04:15,.037,A,Consumption
'1008901023808934750100,07/28/2021,07/28/2021 12:10:19,04:15,04:30,.036,A,Consumption
'1008901023808934750100,07/28/2021,07/28/2021 12:10:19,04:30,04:45,.044,A,Consumption
'1008901023808934750100,07/28/2021,07/28/2021 12:10:19,04:45,05:00,.028,A,Consumption
'1008901023808934750100,07/28/2021,07/28/2021 12:10:19,05:00,05:15,.044,A,Consumption
'1008901023808934750100,07/28/2021,07/28/2021 12:10:19,05:15,05:30,.031,A,Consumption
'1008901023808934750100,07/28/2021,07/28/2021 12:10:19,05:30,05:45,.042,A,Consumption
'1008901023808934750100,07/28/2021,07/28/2021 12:10:19,05:45,06:00,.033,A,Consumption
'1008901023808934750100,07/28/2021,07/28/2021 12:10:19,06:00,06:15,.039,A,Consumption
'1008901023808934750100,07/28/2021,07/28/2021 12:10:19,06:15,06:30,.295,A,Consumption
'1008901023808934750100,07/28/2021,07/28/2021 12:10:19,06:30,06:45,.03,A,Consumption
'1008901023808934750100,07/28/2021,07/28/2021 12:10:19,06:45,07:00,.045,A,Consumption
'1008901023808934750100,07/28/2021,07/28/2021 12:10:19,07:00,07:15,.031,A,Consumption
'1008901023808934750100,07/28/2021,07/28/2021 12:10:19,07:15,07:30,.044,A,Consumption
'1008901023808934750100,07/28/2021,07/28/2021 12:10:19,07:30,07:45,.036,A,Consumption
'1008901023808934750100,07/28/2021,07/28/2021 12:10:19,07:45,08:00,.049,A,Consumption
'1008901023808934750100,07/28/2021,07/28/2021 12:10:19,08:00,08:15,.179,A,Consumption
'1008901023808934750100,07/28/2021,07/28/2021 12:10:19,08:15,08:30,.05,A,Consumption
'1008901023808934750100,07/28/2021,07/28/2021 12:10:19,08:30,08:45,.221,A,Consumption
'1008901023808934750100,07/28/2021,07/28/2021 12:10:19,08:45,09:00,.047,A,Consumption
'1008901023808934750100,07/28/2021,07/28/2021 12:10:19,09:00,09:15,.26,A,Consumption
'1008901023808934750100,07/28/2021,07/28/2021 12:10:19,09:15,09:30,.059,A,Consumption
'1008901023808934750100,07/28/2021,07/28/2021 12:10:19,09:30,09:45,.046,A,Consumption
'1008901023808934750100,07/28/2021,07/28/2021 12:10:19,09:45,10:00,.056,A,Consumption
'1008901023808934750100,07/28/2021,07/28/2021 12:10:19,10:00,10:15,.047,A,Consumption
'1008901023808934750100,07/28/2021,07/28/2021 12:10:19,10:15,10:30,.051,A,Consumption
'1008901023808934750100,07/28/2021,07/28/2021 12:10:19,10:30,10:45,.057,A,Consumption
'1008901023808934750100,07/28/2021,07/28/2021 12:10:19,10:45,11:00,.041,A,Consumption
'1008901023808934750100,07/28/2021,07/28/2021 12:10:19,11:00,11:15,.058,A,Consumption
'1008901023808934750100,07/28/2021,07/28/2021 12:10:19,11:15,11:30,.044,A,Consumption
'1008901023808934750100,07/28/2021,07/28/2021 12:10:19,11:30,11:45,.053,A,Consumption
'1008901023808934750100,07/28/2021,07/28/2021 12:10:19,11:45,12:00,.048,A,Consumption
'1008901023808934750100,07/28/2021,07/28/2021 12:10:19,12:00,12:15,.05,A,Consumption
'1008901023808934750100,07/28/2021,07/28/2021 12:10:19,12:15,12:30,.781,A,Consumption
'1008901023808934750100,07/28/2021,07/28/2021 12:10:19,12:30,12:45,.142,A,Consumption
'1008901023808934750100,07/28/2021,07/28/2021 12:10:19,12:45,13:00,.378,A,Consumption
'1008901023808934750100,07/28/2021,07/28/2021 12:10:19,13:00,13:15,.911,A,Consumption
'1008901023808934750100,07/28/2021,07/28/2021 12:10:19,13:15,13:30,.06,A,Consumption
'1008901023808934750100,07/28/2021,07/28/2021 12:10:19,13:30,13:45,.543,A,Consumption
'1008901023808934750100,07/28/2021,07/28/2021 12:10:19,13:45,14:00,.925,A,Consumption
'1008901023808934750100,07/28/2021,07/28/2021 12:10:19,14:00,14:15,.141,A,Consumption
'1008901023808934750100,07/28/2021,07/28/2021 12:10:19,14:15,14:30,.747,A,Consumption
'1008901023808934750100,07/28/2021,07/28/2021 12:10:19,14:30,14:45,.953,A,Consumption
'1008901023808934750100,07/28/2021,07/28/2021 12:10:19,14:45,15:00,.536,A,Consumption
'1008901023808934750100,07/28/2021,07/28/2021 12:10:19,15:00,15:15,.796,A,Consumption
'1008901023808934750100,07/28/2021,07/28/2021 12:10:19,15:15,15:30,.561,A,Consumption
'1008901023808934750100,07/28/2021,07/28/2021 12:10:19,15:30,15:45,.787,A,Consumption
'1008901023808934750100,07/28/2021,07/28/2021 12:10:19,15:45,16:00,.687,A,Consumption
'1008901023808934750100,07/28/2021,07/28/2021 12:10:19,16:00,16:15,.952,A,Consumption
'1008901023808934750100,07/28/2021,07/28/2021 12:10:19,16:15,16:30,.957,A,Consumption
'1008901023808934750100,07/28/2021,07/28/2021 12:10:19,16:30,16:45,.959,A,Consumption
'1008901023808934750100,07/28/2021,07/28/2021 12:10:19,16:45,17:00,.713,A,Consumption
'1008901023808934750100,07/28/2021,07/28/2021 12:10:19,17:00,17:15,.993,A,Consumption
'1008901023808934750100,07/28/2021,07/28/2021 12:10:19,17:15,17:30,.651,A,Consumption
'1008901023808934750100,07/28/2021,07/28/2021 12:10:19,17:30,17:45,.926,A,Consumption
'1008901023808934750100,07/28/2021,07/28/2021 12:10:19,17:45,18:00,.925,A,Consumption
'1008901023808934750100,07/28/2021,07/28/2021 12:10:19,18:00,18:15,.464,A,Consumption
'1008901023808934750100,07/28/2021,07/28/2021 12:10:19,18:15,18:30,.931,A,Consumption
'1008901023808934750100,07/28/2021,07/28/2021 12:10:19,18:30,18:45,.759,A,Consumption
'1008901023808934750100,07/28/2021,07/28/2021 12:10:19,18:45,19:00,.648,A,Consumption
'1008901023808934750100,07/28/2021,07/28/2021 12:10:19,19:00,19:15,.925,A,Consumption
'1008901023808934750100,07/28/2021,07/28/2021 12:10:19,19:15,19:30,.917,A,Consumption
'1008901023808934750100,07/28/2021,07/28/2021 12:10:19,19:30,19:45,.252,A,Consumption
'1008901023808934750100,07/28/2021,07/28/2021 12:10:19,19:45,20:00,.887,A,Consumption
'1008901023808934750100,07/28/2021,07/28/2021 12:10:19,20:00,20:15,.542,A,Consumption
'1008901023808934750100,07/28/2021,07/28/2021 12:10:19,20:15,20:30,.236,A,Consumption
'1008901023808934750100,07/28/2021,07/28/2021 12:10:19,20:30,20:45,.254,A,Consumption
'1008901023808934750100,07/28/2021,07/28/2021 12:10:19,20:45,21:00,.754,A,Consumption
'1008901023808934750100,07/28/2021,07/28/2021 12:10:19,21:00,21:15,.417,A,Consumption
'1008901023808934750100,07/28/2021,07/28/2021 12:10:19,21:15,21:30,.258,A,Consumption
'1008901023808934750100,07/28/2021,07/28/2021 12:10:19,21:30,21:45,.701,A,Consumption
'1008901023808934750100,07/28/2021,07/28/2021 12:10:19,21:45,22:00,.077,A,Consumption
'1008901023808934750100,07/28/2021,07/28/2021 12:10:19,22:00,22:15,.616,A,Consumption
'1008901023808934750100,07/28/2021,07/28/2021 12:10:19,22:15,22:30,.341,A,Consumption
'1008901023808934750100,07/28/2021,07/28/2021 12:10:19,22:30,22:45,.608,A,Consumption
'1008901023808934750100,07/28/2021,07/28/2021 12:10:19,22:45,23:00,.401,A,Consumption
'1008901023808934750100,07/28/2021,07/28/2021 12:10:19,23:00,23:15,.475,A,Consumption
'1008901023808934750100,07/28/2021,07/28/2021 12:10:19,23:15,23:30,.333,A,Consumption
'1008901023808934750100,07/28/2021,07/28/2021 12:10:19,23:30,23:45,.319,A,Consumption
'1008901023808934750100,07/28/2021,07/28/2021 12:10:19,23:45,00:00,.323,A,Consumption
'1008901023808934750100,07/29/2021,07/29/2021 10:15:13,00:00,00:15,.283,A,Consumption
'1008901023808934750100,07/29/2021,07/29/2021 10:15:13,00:15,00:30,.145,A,Consumption
'1008901023808934750100,07/29/2021,07/29/2021 10:15:13,00:30,00:45,.324,A,Consumption
'1008901023808934750100,07/29/2021,07/29/2021 10:15:13,00:45,01:00,.162,A,Consumption
'1008901023808934750100,07/29/2021,07/29/2021 10:15:13,01:00,01:15,.203,A,Consumption
'1008901023808934750100,07/29/2021,07/29/2021 10:15:13,01:15,01:30,.041,A,Consumption
'1008901023808934750100,07/29/2021,07/29/2021 10:15:13,01:30,01:45,.303,A,Consumption
'1008901023808934750100,07/29/2021,07/29/2021 10:15:13,01:45,02:00,.309,A,Consumption
'1008901023808934750100,07/29/2021,07/29/2021 10:15:13,02:00,02:15,.041,A,Consumption
'1008901023808934750100,07/29/2021,07/29/2021 10:15:13,02:15,02:30,.307,A,Consumption
'1008901023808934750100,07/29/2021,07/29/2021 10:15:13,02:30,02:45,.299,A,Consumption
'1008901023808934750100,07/29/2021,07/29/2021 10:15:13,02:45,03:00,.044,A,Consumption
'1008901023808934750100,07/29/2021,07/29/2021 10:15:13,03:00,03:15,.034,A,Consumption
'1008901023808934750100,07/29/2021,07/29/2021 10:15:13,03:15,03:30,.308,A,Consumption
'1008901023808934750100,07/29/2021,07/29/2021 10:15:13,03:30,03:45,.04,A,Consumption
'1008901023808934750100,07/29/2021,07/29/2021 10:15:13,03:45,04:00,.3,A,Consumption
'1008901023808934750100,07/29/2021,07/29/2021 10:15:13,04:00,04:15,.044,A,Consumption
'1008901023808934750100,07/29/2021,07/29/2021 10:15:13,04:15,04:30,.295,A,Consumption
'1008901023808934750100,07/29/2021,07/29/2021 10:15:13,04:30,04:45,.044,A,Consumption
'1008901023808934750100,07/29/2021,07/29/2021 10:15:13,04:45,05:00,.224,A,Consumption
'1008901023808934750100,07/29/2021,07/29/2021 10:15:13,05:00,05:15,.115,A,Consumption
'1008901023808934750100,07/29/2021,07/29/2021 10:15:13,05:15,05:30,.04,A,Consumption
'1008901023808934750100,07/29/2021,07/29/2021 10:15:13,05:30,05:45,.033,A,Consumption
'1008901023808934750100,07/29/2021,07/29/2021 10:15:13,05:45,06:00,.045,A,Consumption
'1008901023808934750100,07/29/2021,07/29/2021 10:15:13,06:00,06:15,.293,A,Consumption
'1008901023808934750100,07/29/2021,07/29/2021 10:15:13,06:15,06:30,.044,A,Consumption
'1008901023808934750100,07/29/2021,07/29/2021 10:15:13,06:30,06:45,.197,A,Consumption
'1008901023808934750100,07/29/2021,07/29/2021 10:15:13,06:45,07:00,.141,A,Consumption
'1008901023808934750100,07/29/2021,07/29/2021 10:15:13,07:00,07:15,.042,A,Consumption
'1008901023808934750100,07/29/2021,07/29/2021 10:15:13,07:15,07:30,.297,A,Consumption
'1008901023808934750100,07/29/2021,07/29/2021 10:15:13,07:30,07:45,.046,A,Consumption
'1008901023808934750100,07/29/2021,07/29/2021 10:15:13,07:45,08:00,.045,A,Consumption
'1008901023808934750100,07/29/2021,07/29/2021 10:15:13,08:00,08:15,.345,A,Consumption
'1008901023808934750100,07/29/2021,07/29/2021 10:15:13,08:15,08:30,.168,A,Consumption
'1008901023808934750100,07/29/2021,07/29/2021 10:15:13,08:30,08:45,.324,A,Consumption
'1008901023808934750100,07/29/2021,07/29/2021 10:15:13,08:45,09:00,.052,A,Consumption
'1008901023808934750100,07/29/2021,07/29/2021 10:15:13,09:00,09:15,.246,A,Consumption
'1008901023808934750100,07/29/2021,07/29/2021 10:15:13,09:15,09:30,.057,A,Consumption
'1008901023808934750100,07/29/2021,07/29/2021 10:15:13,09:30,09:45,.046,A,Consumption
'1008901023808934750100,07/29/2021,07/29/2021 10:15:13,09:45,10:00,.058,A,Consumption
'1008901023808934750100,07/29/2021,07/29/2021 10:15:13,10:00,10:15,.05,A,Consumption
'1008901023808934750100,07/29/2021,07/29/2021 10:15:13,10:15,10:30,.058,A,Consumption
'1008901023808934750100,07/29/2021,07/29/2021 10:15:13,10:30,10:45,.057,A,Consumption
'1008901023808934750100,07/29/2021,07/29/2021 10:15:13,10:45,11:00,.047,A,Consumption
'1008901023808934750100,07/29/2021,07/29/2021 10:15:13,11:00,11:15,.06,A,Consumption
'1008901023808934750100,07/29/2021,07/29/2021 10:15:13,11:15,11:30,.049,A,Consumption
'1008901023808934750100,07/29/2021,07/29/2021 10:15:13,11:30,11:45,.161,A,Consumption
'1008901023808934750100,07/29/2021,07/29/2021 10:15:13,11:45,12:00,.664,A,Consumption
'1008901023808934750100,07/29/2021,07/29/2021 10:15:13,12:00,12:15,.308,A,Consumption
'1008901023808934750100,07/29/2021,07/29/2021 10:15:13,12:15,12:30,.663,A,Consumption
'1008901023808934750100,07/29/2021,07/29/2021 10:15:13,12:30,12:45,.7,A,Consumption
'1008901023808934750100,07/29/2021,07/29/2021 10:15:13,12:45,13:00,.063,A,Consumption
'1008901023808934750100,07/29/2021,07/29/2021 10:15:13,13:00,13:15,.849,A,Consumption
'1008901023808934750100,07/29/2021,07/29/2021 10:15:13,13:15,13:30,.539,A,Consumption
'1008901023808934750100,07/29/2021,07/29/2021 10:15:13,13:30,13:45,.182,A,Consumption
'1008901023808934750100,07/29/2021,07/29/2021 10:15:13,13:45,14:00,.958,A,Consumption
'1008901023808934750100,07/29/2021,07/29/2021 10:15:13,14:00,14:15,.966,A,Consumption
'1008901023808934750100,07/29/2021,07/29/2021 10:15:13,14:15,14:30,.055,A,Consumption
'1008901023808934750100,07/29/2021,07/29/2021 10:15:13,14:30,14:45,.901,A,Consumption
'1008901023808934750100,07/29/2021,07/29/2021 10:15:13,14:45,15:00,.676,A,Consumption
'1008901023808934750100,07/29/2021,07/29/2021 10:15:13,15:00,15:15,.585,A,Consumption
'1008901023808934750100,07/29/2021,07/29/2021 10:15:13,15:15,15:30,.361,A,Consumption
'1008901023808934750100,07/29/2021,07/29/2021 10:15:13,15:30,15:45,.967,A,Consumption
'1008901023808934750100,07/29/2021,07/29/2021 10:15:13,15:45,16:00,.625,A,Consumption
'1008901023808934750100,07/29/2021,07/29/2021 10:15:13,16:00,16:15,.958,A,Consumption
'1008901023808934750100,07/29/2021,07/29/2021 10:15:13,16:15,16:30,.967,A,Consumption
'1008901023808934750100,07/29/2021,07/29/2021 10:15:13,16:30,16:45,.65,A,Consumption
'1008901023808934750100,07/29/2021,07/29/2021 10:15:13,16:45,17:00,.935,A,Consumption
'1008901023808934750100,07/29/2021,07/29/2021 10:15:13,17:00,17:15,.698,A,Consumption
'1008901023808934750100,07/29/2021,07/29/2021 10:15:13,17:15,17:30,.978,A,Consumption
'1008901023808934750100,07/29/2021,07/29/2021 10:15:13,17:30,17:45,.747,A,Consumption
'1008901023808934750100,07/29/2021,07/29/2021 10:15:13,17:45,18:00,.83,A,Consumption
'1008901023808934750100,07/29/2021,07/29/2021 10:15:13,18:00,18:15,.82,A,Consumption
'1008901023808934750100,07/29/2021,07/29/2021 10:15:13,18:15,18:30,.41,A,Consumption
'1008901023808934750100,07/29/2021,07/29/2021 10:15:13,18:30,18:45,.506,A,Consumption
'1008901023808934750100,07/29/2021,07/29/2021 10:15:13,18:45,19:00,.705,A,Consumption
'1008901023808934750100,07/29/2021,07/29/2021 10:15:13,19:00,19:15,.292,A,Consumption
'1008901023808934750100,07/29/2021,07/29/2021 10:15:13,19:15,19:30,.438,A,Consumption
'1008901023808934750100,07/29/2021,07/29/2021 10:15:13,19:30,19:45,.582,A,Consumption
'1008901023808934750100,07/29/2021,07/29/2021 10:15:13,19:45,20:00,.187,A,Consumption
'1008901023808934750100,07/29/2021,07/29/2021 10:15:13,20:00,20:15,.558,A,Consumption
'1008901023808934750100,07/29/2021,07/29/2021 10:15:13,20:15,20:30,.435,A,Consumption
'1008901023808934750100,07/29/2021,07/29/2021 10:15:13,20:30,20:45,.494,A,Consumption
'1008901023808934750100,07/29/2021,07/29/2021 10:15:13,20:45,21:00,.309,A,Consumption
'1008901023808934750100,07/29/2021,07/29/2021 10:15:13,21:00,21:15,.335,A,Consumption
'1008901023808934750100,07/29/2021,07/29/2021 10:15:13,21:15,21:30,.33,A,Consumption
'1008901023808934750100,07/29/2021,07/29/2021 10:15:13,21:30,21:45,.342,A,Consumption
'1008901023808934750100,07/29/2021,07/29/2021 10:15:13,21:45,22:00,.497,A,Consumption
'1008901023808934750100,07/29/2021,07/29/2021 10:15:13,22:00,22:15,.424,A,Consumption
'1008901023808934750100,07/29/2021,07/29/2021 10:15:13,22:15,22:30,.074,A,Consumption
'1008901023808934750100,07/29/2021,07/29/2021 10:15:13,22:30,22:45,.462,A,Consumption
'1008901023808934750100,07/29/2021,07/29/2021 10:15:13,22:45,23:00,.173,A,Consumption
'1008901023808934750100,07/29/2021,07/29/2021 10:15:13,23:00,23:15,.349,A,Consumption
'1008901023808934750100,07/29/2021,07/29/2021 10:15:13,23:15,23:30,.319,A,Consumption
'1008901023808934750100,07/29/2021,07/29/2021 10:15:13,23:30,23:45,.037,A,Consumption
'1008901023808934750100,07/29/2021,07/29/2021 10:15:13,23:45,00:00,.32,A,Consumption
'1008901023808934750100,07/30/2021,07/30/2021 08:50:32,00:00,00:15,.307,A,Consumption
'1008901023808934750100,07/30/2021,07/30/2021 08:50:32,00:15,00:30,.047,A,Consumption
'1008901023808934750100,07/30/2021,07/30/2021 08:50:32,00:30,00:45,.32,A,Consumption
'1008901023808934750100,07/30/2021,07/30/2021 08:50:32,00:45,01:00,.17,A,Consumption
'1008901023808934750100,07/30/2021,07/30/2021 08:50:32,01:00,01:15,.176,A,Consumption
'1008901023808934750100,07/30/2021,07/30/2021 08:50:32,01:15,01:30,.03,A,Consumption
'1008901023808934750100,07/30/2021,07/30/2021 08:50:32,01:30,01:45,.323,A,Consumption
'1008901023808934750100,07/30/2021,07/30/2021 08:50:32,01:45,02:00,.082,A,Consumption
'1008901023808934750100,07/30/2021,07/30/2021 08:50:32,02:00,02:15,.044,A,Consumption
'1008901023808934750100,07/30/2021,07/30/2021 08:50:32,02:15,02:30,.301,A,Consumption
'1008901023808934750100,07/30/2021,07/30/2021 08:50:32,02:30,02:45,.036,A,Consumption
'1008901023808934750100,07/30/2021,07/30/2021 08:50:32,02:45,03:00,.16,A,Consumption
'1008901023808934750100,07/30/2021,07/30/2021 08:50:32,03:00,03:15,.178,A,Consumption
'1008901023808934750100,07/30/2021,07/30/2021 08:50:32,03:15,03:30,.043,A,Consumption
'1008901023808934750100,07/30/2021,07/30/2021 08:50:32,03:30,03:45,.293,A,Consumption
'1008901023808934750100,07/30/2021,07/30/2021 08:50:32,03:45,04:00,.043,A,Consumption
'1008901023808934750100,07/30/2021,07/30/2021 08:50:32,04:00,04:15,.047,A,Consumption
'1008901023808934750100,07/30/2021,07/30/2021 08:50:32,04:15,04:30,.288,A,Consumption
'1008901023808934750100,07/30/2021,07/30/2021 08:50:32,04:30,04:45,.038,A,Consumption
'1008901023808934750100,07/30/2021,07/30/2021 08:50:32,04:45,05:00,.034,A,Consumption
'1008901023808934750100,07/30/2021,07/30/2021 08:50:32,05:00,05:15,.301,A,Consumption
'1008901023808934750100,07/30/2021,07/30/2021 08:50:32,05:15,05:30,.03,A,Consumption
'1008901023808934750100,07/30/2021,07/30/2021 08:50:32,05:30,05:45,.044,A,Consumption
'1008901023808934750100,07/30/2021,07/30/2021 08:50:32,05:45,06:00,.028,A,Consumption
'1008901023808934750100,07/30/2021,07/30/2021 08:50:32,06:00,06:15,.303,A,Consumption
'1008901023808934750100,07/30/2021,07/30/2021 08:50:32,06:15,06:30,.035,A,Consumption
'1008901023808934750100,07/30/2021,07/30/2021 08:50:32,06:30,06:45,.297,A,Consumption
'1008901023808934750100,07/30/2021,07/30/2021 08:50:32,06:45,07:00,.041,A,Consumption
'1008901023808934750100,07/30/2021,07/30/2021 08:50:32,07:00,07:15,.032,A,Consumption
'1008901023808934750100,07/30/2021,07/30/2021 08:50:32,07:15,07:30,.308,A,Consumption
'1008901023808934750100,07/30/2021,07/30/2021 08:50:32,07:30,07:45,.03,A,Consumption
